"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","286","Get book by ID - sql injection","","Sun Aug 03 08:29:25 GMT 2025","passed","Sun Aug 03 08:29:25 GMT 2025","","tests.books.GetBookTests","tests.books.GetBookTests","getBookByIdSqlInjection"
"","292","Add new book with negative page count","","Sun Aug 03 08:29:22 GMT 2025","failed","Sun Aug 03 08:29:22 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookNegativePageCount"
"","310","Delete a book with non existing ID","","Sun Aug 03 08:29:19 GMT 2025","failed","Sun Aug 03 08:29:20 GMT 2025","","tests.books.DeleteBookTests","tests.books.DeleteBookTests","deleteBookWithNonExistingId"
"","307","Update a book - non existing id","","Sun Aug 03 08:29:17 GMT 2025","failed","Sun Aug 03 08:29:17 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithNonExistingId"
"Test to retrieve a book by ID using query parameters instead of path parameters - the param should be ignored and list of books should be returned.","488","Get book by ID in query param instead of path param","","Sun Aug 03 08:29:24 GMT 2025","passed","Sun Aug 03 08:29:25 GMT 2025","","tests.books.GetBookTests","tests.books.GetBookTests","getBookByQueryParam"
"","282","Add new book with invalid page count format","","Sun Aug 03 08:29:22 GMT 2025","passed","Sun Aug 03 08:29:22 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookInvalidPageCount"
"","301","Get book by non existing ID","","Sun Aug 03 08:29:24 GMT 2025","passed","Sun Aug 03 08:29:24 GMT 2025","","tests.books.GetBookTests","tests.books.GetBookTests","getBookByNonExistingId"
"","298","Update a book - lacking title parameter in body","","Sun Aug 03 08:29:18 GMT 2025","failed","Sun Aug 03 08:29:18 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithLackingTitle"
"","1471","Update a book - incorrect timestamp","","Sun Aug 03 08:29:15 GMT 2025","passed","Sun Aug 03 08:29:16 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithNonIncorrectTimestamp"
"","326","Update a book - invalid page count format","","Sun Aug 03 08:29:19 GMT 2025","passed","Sun Aug 03 08:29:19 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithInvalidPageCountFormat"
"","283","Add new book - lacking title parameter in body","","Sun Aug 03 08:29:22 GMT 2025","failed","Sun Aug 03 08:29:23 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookWithLackingTitle"
"","290","Delete a book","","Sun Aug 03 08:29:20 GMT 2025","passed","Sun Aug 03 08:29:20 GMT 2025","","tests.books.DeleteBookTests","tests.books.DeleteBookTests","deleteBook"
"","300","Delete a book with incorrect ID format","","Sun Aug 03 08:29:20 GMT 2025","passed","Sun Aug 03 08:29:20 GMT 2025","","tests.books.DeleteBookTests","tests.books.DeleteBookTests","deleteBookWithIncorrectIdFormat"
"","282","Add book with incorrect timestamp","","Sun Aug 03 08:29:23 GMT 2025","passed","Sun Aug 03 08:29:23 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookWithIncorrectTimestamp"
