"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","275","Update a book - incorrect id format","","Mon Aug 04 15:25:37 GMT 2025","passed","Mon Aug 04 15:25:38 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithNonIncorrectIdFormat"
"This scenario verifies if the book added in the previous test is persisted in the database.I won't repeat such tests for every other endpoint because this api is not persistent.","599","Add new author - persistence verification","","Mon Aug 04 15:25:29 GMT 2025","failed","Mon Aug 04 15:25:30 GMT 2025","","tests.authors.AddAuthorTests","tests.authors.AddAuthorTests","addNewAuthorPersistenceCheck"
"","304","Update an author with id","","Mon Aug 04 15:25:28 GMT 2025","passed","Mon Aug 04 15:25:28 GMT 2025","","tests.authors.UpdateAuthorTests","tests.authors.UpdateAuthorTests","updateAuthorById"
"","280","Get book by null ID","","Mon Aug 04 15:25:43 GMT 2025","passed","Mon Aug 04 15:25:43 GMT 2025","","tests.books.GetBookTests","tests.books.GetBookTests","getBookByNullId"
"","283","Get author by ID","","Mon Aug 04 15:25:32 GMT 2025","passed","Mon Aug 04 15:25:32 GMT 2025","","tests.authors.GetAuthorsTests","tests.authors.GetAuthorsTests","getAuthorById"
"This scenario fails beecause the API does not validate if the body is empty.","283","Add new book - empty payload","","Mon Aug 04 15:25:39 GMT 2025","failed","Mon Aug 04 15:25:39 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookEmptyPayload"
"","328","Get author by invalid ID","","Mon Aug 04 15:25:34 GMT 2025","passed","Mon Aug 04 15:25:34 GMT 2025","","tests.authors.GetAuthorsTests","tests.authors.GetAuthorsTests","getAuthorByInvalidId"
"","283","Delete a book with non existing ID","","Mon Aug 04 15:25:38 GMT 2025","failed","Mon Aug 04 15:25:38 GMT 2025","","tests.books.DeleteBookTests","tests.books.DeleteBookTests","deleteBookWithNonExistingId"
"","431","Get Authors List","","Mon Aug 04 15:25:33 GMT 2025","passed","Mon Aug 04 15:25:33 GMT 2025","","tests.authors.GetAuthorsTests","tests.authors.GetAuthorsTests","getAuthorsList"
"","305","Add author with incorrect id format","","Mon Aug 04 15:25:30 GMT 2025","passed","Mon Aug 04 15:25:30 GMT 2025","","tests.authors.AddAuthorTests","tests.authors.AddAuthorTests","addNewAuthorWithIncorrectIdFormat"
"","287","Add book with incorrect id format","","Mon Aug 04 15:25:39 GMT 2025","passed","Mon Aug 04 15:25:39 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookWithIncorrectIdFormat"
"","289","Get author by null ID","","Mon Aug 04 15:25:32 GMT 2025","passed","Mon Aug 04 15:25:33 GMT 2025","","tests.authors.GetAuthorsTests","tests.authors.GetAuthorsTests","getAuthorByNullId"
"","558","Update n author - incorrect id format","","Mon Aug 04 15:25:25 GMT 2025","passed","Mon Aug 04 15:25:26 GMT 2025","","tests.authors.UpdateAuthorTests","tests.authors.UpdateAuthorTests","updateAuthorWithNonIncorrectIdFormat"
"","303","Update a book with id","","Mon Aug 04 15:25:34 GMT 2025","passed","Mon Aug 04 15:25:35 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookById"
"","286","Update an author - non existing id","","Mon Aug 04 15:25:28 GMT 2025","failed","Mon Aug 04 15:25:29 GMT 2025","","tests.authors.UpdateAuthorTests","tests.authors.UpdateAuthorTests","updateAuthorWithNonExistingId"
"","287","Add an author with existing id","","Mon Aug 04 15:25:30 GMT 2025","failed","Mon Aug 04 15:25:30 GMT 2025","","tests.authors.AddAuthorTests","tests.authors.AddAuthorTests","addNewAuthorWithExistingId"
"","299","Add new book","","Mon Aug 04 15:25:40 GMT 2025","passed","Mon Aug 04 15:25:40 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBook"
"","281","Update a book - non existing id","","Mon Aug 04 15:25:35 GMT 2025","failed","Mon Aug 04 15:25:35 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithNonExistingId"
"","286","Add new book - lacking title parameter in body","","Mon Aug 04 15:25:41 GMT 2025","failed","Mon Aug 04 15:25:41 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookWithLackingTitle"
"","288","Update a book - negative page count","","Mon Aug 04 15:25:36 GMT 2025","failed","Mon Aug 04 15:25:37 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithNegativePageCount"
"","1191","Update an author - empty payload","","Mon Aug 04 15:25:24 GMT 2025","failed","Mon Aug 04 15:25:25 GMT 2025","","tests.authors.UpdateAuthorTests","tests.authors.UpdateAuthorTests","updateAuthorEmptyPayload"
