"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","287","Add new book - parametrized test example","","Sat Aug 02 21:35:12 GMT 2025","passed","Sat Aug 02 21:35:12 GMT 2025","","Add Books API - Parametrized test example","Add new book - parametrized test example",""
"","264","Update book - incorrect timestamp","","Sat Aug 02 21:35:15 GMT 2025","passed","Sat Aug 02 21:35:15 GMT 2025","","Update Books API","Update book - incorrect timestamp",""
"","287","Add new book - parametrized test example","","Sat Aug 02 21:35:12 GMT 2025","passed","Sat Aug 02 21:35:12 GMT 2025","","Add Books API - Parametrized test example","Add new book - parametrized test example",""
"  This feature tests the Books API /api/v1/Books/${id} for adding new books.
    This scenario fails beecause the API does not validate if the body is empty.","307","Add new book - empty payload","","Sat Aug 02 21:35:06 GMT 2025","failed","Sat Aug 02 21:35:06 GMT 2025","","Add Books API","Add new book - empty payload",""
"","267","Add new book - parametrized test example","","Sat Aug 02 21:35:12 GMT 2025","failed","Sat Aug 02 21:35:12 GMT 2025","","Add Books API - Parametrized test example","Add new book - parametrized test example",""
"","274","Update book - empty payload","","Sat Aug 02 21:35:13 GMT 2025","passed","Sat Aug 02 21:35:13 GMT 2025","","Update Books API","Update book - empty payload",""
"","265","Update book - wrong pagecount","","Sat Aug 02 21:35:13 GMT 2025","passed","Sat Aug 02 21:35:14 GMT 2025","","Update Books API","Update book - wrong pagecount",""
"","275","Add new book - lacking title parameter in body","","Sat Aug 02 21:35:13 GMT 2025","failed","Sat Aug 02 21:35:13 GMT 2025","","Update Books API","Add new book - lacking title parameter in body",""
"","281","Add new book - parametrized test example","","Sat Aug 02 21:35:11 GMT 2025","passed","Sat Aug 02 21:35:12 GMT 2025","","Add Books API - Parametrized test example","Add new book - parametrized test example",""
"","333","Get book by non existing ID","","Sat Aug 02 21:35:11 GMT 2025","passed","Sat Aug 02 21:35:11 GMT 2025","","Get Books API","Get book by non existing ID",""
"","275","Update book - wrong method","","Sat Aug 02 21:35:14 GMT 2025","passed","Sat Aug 02 21:35:14 GMT 2025","","Update Books API","Update book - wrong method",""
"","273","Update book","","Sat Aug 02 21:35:12 GMT 2025","passed","Sat Aug 02 21:35:13 GMT 2025","","Update Books API","Update book",""
