"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","287","Update book - wrong pagecount","","Sat Aug 02 21:10:12 GMT 2025","passed","Sat Aug 02 21:10:13 GMT 2025","","Update Books API","Update book - wrong pagecount",""
"","277","Add new book - lacking title parameter in body","","Sat Aug 02 21:10:12 GMT 2025","failed","Sat Aug 02 21:10:12 GMT 2025","","Update Books API","Add new book - lacking title parameter in body",""
"  This feature tests the Books API /api/v1/Books/${id} for adding new books.","283","Add new book - existing id","","Sat Aug 02 21:10:07 GMT 2025","failed","Sat Aug 02 21:10:07 GMT 2025","","Add Books API","Add new book - existing id",""
"","273","Update book - wrong method","","Sat Aug 02 21:10:13 GMT 2025","passed","Sat Aug 02 21:10:13 GMT 2025","","Update Books API","Update book - wrong method",""
"  This feature tests the Books API /api/v1/Books/${id} for adding new books.","346","Add new book - lacking title parameter in body","","Sat Aug 02 21:10:05 GMT 2025","failed","Sat Aug 02 21:10:06 GMT 2025","","Add Books API","Add new book - lacking title parameter in body",""
"  This feature tests the Books API /api/v1/Books/${id} for adding new books.","1851","Add new book","","Sat Aug 02 21:10:03 GMT 2025","passed","Sat Aug 02 21:10:05 GMT 2025","","Add Books API","Add new book",""
"","270","Update book - empty payload","","Sat Aug 02 21:10:12 GMT 2025","passed","Sat Aug 02 21:10:12 GMT 2025","","Update Books API","Update book - empty payload",""
"","269","Delete book - non-existing id","","Sat Aug 02 21:10:08 GMT 2025","failed","Sat Aug 02 21:10:08 GMT 2025","","Delete Books API","Delete book - non-existing id",""
"","485","Get book by ID in query param instead of path param","","Sat Aug 02 21:10:09 GMT 2025","passed","Sat Aug 02 21:10:10 GMT 2025","","Get Books API","Get book by ID in query param instead of path param",""
"","275","Update book - incorrect id format","","Sat Aug 02 21:10:13 GMT 2025","passed","Sat Aug 02 21:10:14 GMT 2025","","Update Books API","Update book - incorrect id format",""
"","293","Delete book - incorrect id format","","Sat Aug 02 21:10:08 GMT 2025","passed","Sat Aug 02 21:10:08 GMT 2025","","Delete Books API","Delete book - incorrect id format",""
"","338","Get book by non existing ID","","Sat Aug 02 21:10:10 GMT 2025","passed","Sat Aug 02 21:10:10 GMT 2025","","Get Books API","Get book by non existing ID",""
"  This feature tests the Books API /api/v1/Books/${id} for adding new books.","366","Add new book - wrong pagecount","","Sat Aug 02 21:10:06 GMT 2025","passed","Sat Aug 02 21:10:06 GMT 2025","","Add Books API","Add new book - wrong pagecount",""
"","288","Add new book - parametrized test example","","Sat Aug 02 21:10:11 GMT 2025","passed","Sat Aug 02 21:10:11 GMT 2025","","Add Books API - Parametrized test example","Add new book - parametrized test example",""
"","279","Get book by ID - sql injection","","Sat Aug 02 21:10:10 GMT 2025","passed","Sat Aug 02 21:10:10 GMT 2025","","Get Books API","Get book by ID - sql injection",""
"","270","Update book - non-existing id","","Sat Aug 02 21:10:13 GMT 2025","failed","Sat Aug 02 21:10:13 GMT 2025","","Update Books API","Update book - non-existing id",""
"","273","Update book - weird ascii characters in title","","Sat Aug 02 21:10:14 GMT 2025","passed","Sat Aug 02 21:10:14 GMT 2025","","Update Books API","Update book - weird ascii characters in title",""
"","298","Update book","","Sat Aug 02 21:10:11 GMT 2025","passed","Sat Aug 02 21:10:12 GMT 2025","","Update Books API","Update book",""
"  This feature tests the Books API /api/v1/Books/${id} for adding new books.","293","Add new book - incorrect id format","","Sat Aug 02 21:10:07 GMT 2025","passed","Sat Aug 02 21:10:07 GMT 2025","","Add Books API","Add new book - incorrect id format",""
