"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","286","Delete an author","","Fri Oct 17 17:55:56 UTC 2025","passed","Fri Oct 17 17:55:56 UTC 2025","","tests.authors.DeleteAuthorTests","tests.authors.DeleteAuthorTests","deleteBook"
"","278","Delete an author with incorrect ID format","","Fri Oct 17 17:55:56 UTC 2025","passed","Fri Oct 17 17:55:56 UTC 2025","","tests.authors.DeleteAuthorTests","tests.authors.DeleteAuthorTests","deleteAuthorWithIncorrectIdFormat"
"","288","Update an author - problematic characters","","Fri Oct 17 17:55:58 UTC 2025","passed","Fri Oct 17 17:55:58 UTC 2025","","tests.authors.UpdateAuthorTests","tests.authors.UpdateAuthorTests","updateAuthorWithProblematicCharacters"
"","282","Update n author - incorrect id format","","Fri Oct 17 17:55:56 UTC 2025","passed","Fri Oct 17 17:55:57 UTC 2025","","tests.authors.UpdateAuthorTests","tests.authors.UpdateAuthorTests","updateAuthorWithNonIncorrectIdFormat"
"Test to retrieve a book by ID using query parameters instead of path parameters - the param should be ignored and list of books should be returned.","463","Get book by ID in query param instead of path param","","Fri Oct 17 17:56:03 UTC 2025","passed","Fri Oct 17 17:56:03 UTC 2025","","tests.books.GetBookTests","tests.books.GetBookTests","getBookByQueryParam"
"","303","Add author with incorrect id format","","Fri Oct 17 17:55:54 UTC 2025","passed","Fri Oct 17 17:55:55 UTC 2025","","tests.authors.AddAuthorTests","tests.authors.AddAuthorTests","addNewAuthorWithIncorrectIdFormat"
"","264","Update a book - incorrect timestamp","","Fri Oct 17 17:56:04 UTC 2025","passed","Fri Oct 17 17:56:04 UTC 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithNonIncorrectTimestamp"
"","268","Get book by null ID","","Fri Oct 17 17:56:03 UTC 2025","passed","Fri Oct 17 17:56:03 UTC 2025","","tests.books.GetBookTests","tests.books.GetBookTests","getBookByNullId"
"Test to retrieve an author by ID using query parameters instead of path parameters - the param should be ignored and list of authors should be returned.","403","Get author by ID in query param instead of path param","","Fri Oct 17 17:56:00 UTC 2025","passed","Fri Oct 17 17:56:01 UTC 2025","","tests.authors.GetAuthorsTests","tests.authors.GetAuthorsTests","getAuthorByQueryParam"
"","435","Get Authors List","","Fri Oct 17 17:56:00 UTC 2025","passed","Fri Oct 17 17:56:00 UTC 2025","","tests.authors.GetAuthorsTests","tests.authors.GetAuthorsTests","getAuthorsList"
"","278","Update a book - weird ascii characters in title","","Fri Oct 17 17:56:05 UTC 2025","passed","Fri Oct 17 17:56:06 UTC 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithWeirdAsciiCharactersInTitle"
"","268","Update an author - non existing id","","Fri Oct 17 17:55:58 UTC 2025","failed","Fri Oct 17 17:55:59 UTC 2025","","tests.authors.UpdateAuthorTests","tests.authors.UpdateAuthorTests","updateAuthorWithNonExistingId"
"This scenario fails beecause the API does not validate if the body is empty.","258","Add new book - empty payload","","Fri Oct 17 17:56:08 UTC 2025","failed","Fri Oct 17 17:56:08 UTC 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookEmptyPayload"
"","262","Delete a book","","Fri Oct 17 17:56:08 UTC 2025","passed","Fri Oct 17 17:56:08 UTC 2025","","tests.books.DeleteBookTests","tests.books.DeleteBookTests","deleteBook"
"","267","Add new book","","Fri Oct 17 17:56:09 UTC 2025","passed","Fri Oct 17 17:56:09 UTC 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBook"
"","265","Add new book - lacking title parameter in body","","Fri Oct 17 17:56:10 UTC 2025","failed","Fri Oct 17 17:56:10 UTC 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookWithLackingTitle"
