"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This scenario fails beecause the API does not validate if the body is empty.","286","Add new book - empty payload","","Sun Aug 03 08:58:03 GMT 2025","failed","Sun Aug 03 08:58:03 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookEmptyPayload"
"","274","Get book by ID","","Sun Aug 03 08:58:05 GMT 2025","passed","Sun Aug 03 08:58:05 GMT 2025","","tests.books.GetBookTests","tests.books.GetBookTests","getBookById"
"","331","Update a book - incorrect id format","","Sun Aug 03 08:58:01 GMT 2025","passed","Sun Aug 03 08:58:02 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithNonIncorrectIdFormat"
"","266","Add book with existing id","","Sun Aug 03 08:58:04 GMT 2025","failed","Sun Aug 03 08:58:04 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookWithExistingId"
"","281","Add new book","","Sun Aug 03 08:58:03 GMT 2025","passed","Sun Aug 03 08:58:04 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBook"
"","686","Update a book with id","","Sun Aug 03 08:57:59 GMT 2025","passed","Sun Aug 03 08:57:59 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookById"
"","282","Get book by non existing ID","","Sun Aug 03 08:58:06 GMT 2025","passed","Sun Aug 03 08:58:06 GMT 2025","","tests.books.GetBookTests","tests.books.GetBookTests","getBookByNonExistingId"
"","293","Update a book - invalid method","","Sun Aug 03 08:58:00 GMT 2025","passed","Sun Aug 03 08:58:01 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithInvalidMethod"
"","293","Update a book - lacking title parameter in body","","Sun Aug 03 08:58:00 GMT 2025","failed","Sun Aug 03 08:58:00 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithLackingTitle"
"","289","Update a book - negative page count","","Sun Aug 03 08:58:01 GMT 2025","failed","Sun Aug 03 08:58:01 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithNegativePageCount"
"","321","Delete a book with non existing ID","","Sun Aug 03 08:58:02 GMT 2025","failed","Sun Aug 03 08:58:02 GMT 2025","","tests.books.DeleteBookTests","tests.books.DeleteBookTests","deleteBookWithNonExistingId"
"","1561","Update a book - incorrect timestamp","","Sun Aug 03 08:57:57 GMT 2025","passed","Sun Aug 03 08:57:58 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithNonIncorrectTimestamp"
"","273","Add book with incorrect timestamp","","Sun Aug 03 08:58:05 GMT 2025","passed","Sun Aug 03 08:58:05 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookWithIncorrectTimestamp"
"Test to retrieve a book by ID using query parameters instead of path parameters - the param should be ignored and list of books should be returned.","633","Get book by ID in query param instead of path param","","Sun Aug 03 08:58:06 GMT 2025","passed","Sun Aug 03 08:58:07 GMT 2025","","tests.books.GetBookTests","tests.books.GetBookTests","getBookByQueryParam"
"","317","Update a book - empty payload","","Sun Aug 03 08:58:00 GMT 2025","failed","Sun Aug 03 08:58:00 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookEmptyPayload"
"","285","Add book with incorrect id format","","Sun Aug 03 08:58:03 GMT 2025","passed","Sun Aug 03 08:58:03 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookWithIncorrectIdFormat"
