"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","434","Delete a book","","Mon Aug 04 15:22:20 GMT 2025","passed","Mon Aug 04 15:22:20 GMT 2025","","tests.books.DeleteBookTests","tests.books.DeleteBookTests","deleteBook"
"","457","Delete an author","","Mon Aug 04 15:22:08 GMT 2025","passed","Mon Aug 04 15:22:08 GMT 2025","","tests.authors.DeleteAuthorTests","tests.authors.DeleteAuthorTests","deleteBook"
"","435","Delete an author with incorrect ID format","","Mon Aug 04 15:22:07 GMT 2025","passed","Mon Aug 04 15:22:08 GMT 2025","","tests.authors.DeleteAuthorTests","tests.authors.DeleteAuthorTests","deleteAuthorWithIncorrectIdFormat"
"Test to retrieve a book by ID using query parameters instead of path parameters - the param should be ignored and list of books should be returned.","738","Get book by ID in query param instead of path param","","Mon Aug 04 15:22:28 GMT 2025","passed","Mon Aug 04 15:22:29 GMT 2025","","tests.books.GetBookTests","tests.books.GetBookTests","getBookByQueryParam"
"","434","Add an author with existing id","","Mon Aug 04 15:22:05 GMT 2025","failed","Mon Aug 04 15:22:06 GMT 2025","","tests.authors.AddAuthorTests","tests.authors.AddAuthorTests","addNewAuthorWithExistingId"
"","455","Get author by non existing ID","","Mon Aug 04 15:22:08 GMT 2025","passed","Mon Aug 04 15:22:09 GMT 2025","","tests.authors.GetAuthorsTests","tests.authors.GetAuthorsTests","getAuthorByNonExistingId"
"This scenario fails beecause the API does not validate if the body is empty.","436","Add new book - empty payload","","Mon Aug 04 15:22:21 GMT 2025","failed","Mon Aug 04 15:22:21 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookEmptyPayload"
"","437","Add new author - empty book id parameter in body","","Mon Aug 04 15:22:06 GMT 2025","passed","Mon Aug 04 15:22:07 GMT 2025","","tests.authors.AddAuthorTests","tests.authors.AddAuthorTests","addNewAuthorWithLackingTitle"
"","469","Update a book - invalid page count format","","Mon Aug 04 15:22:18 GMT 2025","passed","Mon Aug 04 15:22:18 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithInvalidPageCountFormat"
"","451","Update an author - invalid method","","Mon Aug 04 15:22:00 GMT 2025","passed","Mon Aug 04 15:22:00 GMT 2025","","tests.authors.UpdateAuthorTests","tests.authors.UpdateAuthorTests","updateAuthorWithInvalidMethod"
"","438","Add book with incorrect timestamp","","Mon Aug 04 15:22:25 GMT 2025","passed","Mon Aug 04 15:22:25 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookWithIncorrectTimestamp"
"","446","Update a book - incorrect timestamp","","Mon Aug 04 15:22:12 GMT 2025","passed","Mon Aug 04 15:22:13 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithNonIncorrectTimestamp"
"","454","Add new book with invalid page count format","","Mon Aug 04 15:22:24 GMT 2025","passed","Mon Aug 04 15:22:24 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookInvalidPageCount"
"This scenario fails because the API does not validate if the body is empty.","429","Add new author - empty payload","","Mon Aug 04 15:22:07 GMT 2025","failed","Mon Aug 04 15:22:07 GMT 2025","","tests.authors.AddAuthorTests","tests.authors.AddAuthorTests","addNewAuthorEmptyPayload"
"","951","Get author by invalid ID","","Mon Aug 04 15:22:12 GMT 2025","passed","Mon Aug 04 15:22:12 GMT 2025","","tests.authors.GetAuthorsTests","tests.authors.GetAuthorsTests","getAuthorByInvalidId"
"","467","Update a book - case sensitive title","","Mon Aug 04 15:22:15 GMT 2025","passed","Mon Aug 04 15:22:16 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookTitleCaseSensitiveCheck"
"","496","Add new author","","Mon Aug 04 15:22:04 GMT 2025","passed","Mon Aug 04 15:22:04 GMT 2025","","tests.authors.AddAuthorTests","tests.authors.AddAuthorTests","addNewAuthor"
"","447","Update a book - negative page count","","Mon Aug 04 15:22:17 GMT 2025","failed","Mon Aug 04 15:22:18 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithNegativePageCount"
"","680","Update n author - incorrect id format","","Mon Aug 04 15:21:59 GMT 2025","passed","Mon Aug 04 15:22:00 GMT 2025","","tests.authors.UpdateAuthorTests","tests.authors.UpdateAuthorTests","updateAuthorWithNonIncorrectIdFormat"
"","636","Get Authors List","","Mon Aug 04 15:22:10 GMT 2025","passed","Mon Aug 04 15:22:11 GMT 2025","","tests.authors.GetAuthorsTests","tests.authors.GetAuthorsTests","getAuthorsList"
"","474","Update an author - non existing id","","Mon Aug 04 15:22:03 GMT 2025","failed","Mon Aug 04 15:22:03 GMT 2025","","tests.authors.UpdateAuthorTests","tests.authors.UpdateAuthorTests","updateAuthorWithNonExistingId"
"","739","Update a book - weird ascii characters in title","","Mon Aug 04 15:22:16 GMT 2025","passed","Mon Aug 04 15:22:17 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithWeirdAsciiCharactersInTitle"
"","893","Update a book - non existing id","","Mon Aug 04 15:22:13 GMT 2025","failed","Mon Aug 04 15:22:14 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithNonExistingId"
"","452","Get book by non existing ID","","Mon Aug 04 15:22:27 GMT 2025","passed","Mon Aug 04 15:22:27 GMT 2025","","tests.books.GetBookTests","tests.books.GetBookTests","getBookByNonExistingId"
"This scenario verifies if the book added in the previous test is persisted in the database.I won't repeat such tests for every other endpoint because this api is not persistent.","937","Add new book - persistence verification","","Mon Aug 04 15:22:22 GMT 2025","failed","Mon Aug 04 15:22:23 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookPersistenceCheck"
"","430","Update a book - empty payload","","Mon Aug 04 15:22:14 GMT 2025","failed","Mon Aug 04 15:22:15 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookEmptyPayload"
"","428","Add author with incorrect id format","","Mon Aug 04 15:22:06 GMT 2025","passed","Mon Aug 04 15:22:06 GMT 2025","","tests.authors.AddAuthorTests","tests.authors.AddAuthorTests","addNewAuthorWithIncorrectIdFormat"
"This scenario verifies if the book added in the previous test is persisted in the database.I won't repeat such tests for every other endpoint because this api is not persistent.","869","Add new author - persistence verification","","Mon Aug 04 15:22:04 GMT 2025","failed","Mon Aug 04 15:22:05 GMT 2025","","tests.authors.AddAuthorTests","tests.authors.AddAuthorTests","addNewAuthorPersistenceCheck"
"","455","Get book by ID - sql injection","","Mon Aug 04 15:22:29 GMT 2025","passed","Mon Aug 04 15:22:29 GMT 2025","","tests.books.GetBookTests","tests.books.GetBookTests","getBookByIdSqlInjection"
"","425","Add book with incorrect id format","","Mon Aug 04 15:22:21 GMT 2025","passed","Mon Aug 04 15:22:22 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookWithIncorrectIdFormat"
"","447","Get author by ID","","Mon Aug 04 15:22:09 GMT 2025","passed","Mon Aug 04 15:22:09 GMT 2025","","tests.authors.GetAuthorsTests","tests.authors.GetAuthorsTests","getAuthorById"
