"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","291","Get author by ID","","Mon Aug 04 15:24:48 GMT 2025","passed","Mon Aug 04 15:24:48 GMT 2025","","tests.authors.GetAuthorsTests","tests.authors.GetAuthorsTests","getAuthorById"
"","308","Get author by non existing ID","","Mon Aug 04 15:24:48 GMT 2025","passed","Mon Aug 04 15:24:48 GMT 2025","","tests.authors.GetAuthorsTests","tests.authors.GetAuthorsTests","getAuthorByNonExistingId"
"","333","Add new author","","Mon Aug 04 15:24:45 GMT 2025","passed","Mon Aug 04 15:24:45 GMT 2025","","tests.authors.AddAuthorTests","tests.authors.AddAuthorTests","addNewAuthor"
"","272","Add book with existing id","","Mon Aug 04 15:24:57 GMT 2025","failed","Mon Aug 04 15:24:57 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookWithExistingId"
"","759","Update an author - problematic characters","","Mon Aug 04 15:24:43 GMT 2025","passed","Mon Aug 04 15:24:44 GMT 2025","","tests.authors.UpdateAuthorTests","tests.authors.UpdateAuthorTests","updateAuthorWithProblematicCharacters"
"","287","Update a book - case sensitive title","","Mon Aug 04 15:24:52 GMT 2025","passed","Mon Aug 04 15:24:52 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookTitleCaseSensitiveCheck"
"","1212","Update an author - empty payload","","Mon Aug 04 15:24:40 GMT 2025","failed","Mon Aug 04 15:24:41 GMT 2025","","tests.authors.UpdateAuthorTests","tests.authors.UpdateAuthorTests","updateAuthorEmptyPayload"
"","294","Update a book - incorrect timestamp","","Mon Aug 04 15:24:50 GMT 2025","passed","Mon Aug 04 15:24:50 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithNonIncorrectTimestamp"
"","307","Get book by ID","","Mon Aug 04 15:24:58 GMT 2025","passed","Mon Aug 04 15:24:58 GMT 2025","","tests.books.GetBookTests","tests.books.GetBookTests","getBookById"
"","299","Get book by non existing ID","","Mon Aug 04 15:24:59 GMT 2025","passed","Mon Aug 04 15:24:59 GMT 2025","","tests.books.GetBookTests","tests.books.GetBookTests","getBookByNonExistingId"
"","304","Add book with incorrect id format","","Mon Aug 04 15:24:55 GMT 2025","passed","Mon Aug 04 15:24:55 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookWithIncorrectIdFormat"
"","283","Delete a book with non existing ID","","Mon Aug 04 15:24:54 GMT 2025","failed","Mon Aug 04 15:24:54 GMT 2025","","tests.books.DeleteBookTests","tests.books.DeleteBookTests","deleteBookWithNonExistingId"
"","353","Update an author - invalid method","","Mon Aug 04 15:24:42 GMT 2025","passed","Mon Aug 04 15:24:42 GMT 2025","","tests.authors.UpdateAuthorTests","tests.authors.UpdateAuthorTests","updateAuthorWithInvalidMethod"
"","280","Delete a book with incorrect ID format","","Mon Aug 04 15:24:54 GMT 2025","passed","Mon Aug 04 15:24:54 GMT 2025","","tests.books.DeleteBookTests","tests.books.DeleteBookTests","deleteBookWithIncorrectIdFormat"
"","280","Update a book - lacking title parameter in body","","Mon Aug 04 15:24:51 GMT 2025","failed","Mon Aug 04 15:24:52 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithLackingTitle"
"","280","Delete an author with non existing ID","","Mon Aug 04 15:24:47 GMT 2025","failed","Mon Aug 04 15:24:47 GMT 2025","","tests.authors.DeleteAuthorTests","tests.authors.DeleteAuthorTests","deleteAuthorWithNonExistingId"
"","306","Add new book - invalid method","","Mon Aug 04 15:24:45 GMT 2025","passed","Mon Aug 04 15:24:45 GMT 2025","","tests.authors.AddAuthorTests","tests.authors.AddAuthorTests","addNewBookInvalidMethod"
"","301","Add new book","","Mon Aug 04 15:24:56 GMT 2025","passed","Mon Aug 04 15:24:56 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBook"
"","288","Update a book with id","","Mon Aug 04 15:24:50 GMT 2025","passed","Mon Aug 04 15:24:51 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookById"
"","292","Add an author with existing id","","Mon Aug 04 15:24:46 GMT 2025","failed","Mon Aug 04 15:24:46 GMT 2025","","tests.authors.AddAuthorTests","tests.authors.AddAuthorTests","addNewAuthorWithExistingId"
"Test to retrieve a book by ID using query parameters instead of path parameters - the param should be ignored and list of books should be returned.","473","Get book by ID in query param instead of path param","","Mon Aug 04 15:24:59 GMT 2025","passed","Mon Aug 04 15:25:00 GMT 2025","","tests.books.GetBookTests","tests.books.GetBookTests","getBookByQueryParam"
"Test to retrieve the list of books and validate the response schema.","488","Get Book List","","Mon Aug 04 15:24:58 GMT 2025","passed","Mon Aug 04 15:24:59 GMT 2025","","tests.books.GetBookTests","tests.books.GetBookTests","getBookList"
"","274","Update a book - invalid page count format","","Mon Aug 04 15:24:53 GMT 2025","passed","Mon Aug 04 15:24:53 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithInvalidPageCountFormat"
"","316","Update an author - invalid book id format","","Mon Aug 04 15:24:43 GMT 2025","passed","Mon Aug 04 15:24:43 GMT 2025","","tests.authors.UpdateAuthorTests","tests.authors.UpdateAuthorTests","updateAuthorWithInvalidIdBookFormat"
"","291","Update a book - empty payload","","Mon Aug 04 15:24:51 GMT 2025","failed","Mon Aug 04 15:24:51 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookEmptyPayload"
"","293","Add book with incorrect timestamp","","Mon Aug 04 15:24:57 GMT 2025","passed","Mon Aug 04 15:24:58 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookWithIncorrectTimestamp"
"","297","Get book by invalid ID","","Mon Aug 04 15:24:58 GMT 2025","passed","Mon Aug 04 15:24:58 GMT 2025","","tests.books.GetBookTests","tests.books.GetBookTests","getBookByInvalidId"
"","290","Add new book - lacking title parameter in body","","Mon Aug 04 15:24:57 GMT 2025","failed","Mon Aug 04 15:24:57 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookWithLackingTitle"
"","296","Update a book - non existing publish date","","Mon Aug 04 15:24:53 GMT 2025","passed","Mon Aug 04 15:24:53 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithNonExistingPublishDate"
"","309","Update an author with id","","Mon Aug 04 15:24:44 GMT 2025","passed","Mon Aug 04 15:24:44 GMT 2025","","tests.authors.UpdateAuthorTests","tests.authors.UpdateAuthorTests","updateAuthorById"
"","288","Delete an author with incorrect ID format","","Mon Aug 04 15:24:47 GMT 2025","passed","Mon Aug 04 15:24:48 GMT 2025","","tests.authors.DeleteAuthorTests","tests.authors.DeleteAuthorTests","deleteAuthorWithIncorrectIdFormat"
"This scenario fails beecause the API does not validate if the body is empty.","284","Add new book - empty payload","","Mon Aug 04 15:24:55 GMT 2025","failed","Mon Aug 04 15:24:55 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookEmptyPayload"
"","272","Add new book - invalid method","","Mon Aug 04 15:24:55 GMT 2025","passed","Mon Aug 04 15:24:55 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookInvalidMethod"
"","282","Get author by null ID","","Mon Aug 04 15:24:48 GMT 2025","passed","Mon Aug 04 15:24:49 GMT 2025","","tests.authors.GetAuthorsTests","tests.authors.GetAuthorsTests","getAuthorByNullId"
"","280","Add new book with invalid page count format","","Mon Aug 04 15:24:57 GMT 2025","passed","Mon Aug 04 15:24:57 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookInvalidPageCount"
"This scenario verifies if the book added in the previous test is persisted in the database.I won't repeat such tests for every other endpoint because this api is not persistent.","599","Add new author - persistence verification","","Mon Aug 04 15:24:45 GMT 2025","failed","Mon Aug 04 15:24:46 GMT 2025","","tests.authors.AddAuthorTests","tests.authors.AddAuthorTests","addNewAuthorPersistenceCheck"
"This scenario fails because the API does not validate if the body is empty.","278","Add new author - empty payload","","Mon Aug 04 15:24:47 GMT 2025","failed","Mon Aug 04 15:24:47 GMT 2025","","tests.authors.AddAuthorTests","tests.authors.AddAuthorTests","addNewAuthorEmptyPayload"
"","291","Get author by invalid ID","","Mon Aug 04 15:24:50 GMT 2025","passed","Mon Aug 04 15:24:50 GMT 2025","","tests.authors.GetAuthorsTests","tests.authors.GetAuthorsTests","getAuthorByInvalidId"
"","545","Update n author - incorrect id format","","Mon Aug 04 15:24:41 GMT 2025","passed","Mon Aug 04 15:24:42 GMT 2025","","tests.authors.UpdateAuthorTests","tests.authors.UpdateAuthorTests","updateAuthorWithNonIncorrectIdFormat"
"","299","Update a book - weird ascii characters in title","","Mon Aug 04 15:24:52 GMT 2025","passed","Mon Aug 04 15:24:52 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithWeirdAsciiCharactersInTitle"
"","312","Update an author - non existing book id","","Mon Aug 04 15:24:42 GMT 2025","failed","Mon Aug 04 15:24:43 GMT 2025","","tests.authors.UpdateAuthorTests","tests.authors.UpdateAuthorTests","updateAuthorWithNonExistingBookId"
"","307","Update an author - non existing id","","Mon Aug 04 15:24:44 GMT 2025","failed","Mon Aug 04 15:24:45 GMT 2025","","tests.authors.UpdateAuthorTests","tests.authors.UpdateAuthorTests","updateAuthorWithNonExistingId"
"","294","Add author with incorrect id format","","Mon Aug 04 15:24:46 GMT 2025","passed","Mon Aug 04 15:24:46 GMT 2025","","tests.authors.AddAuthorTests","tests.authors.AddAuthorTests","addNewAuthorWithIncorrectIdFormat"
"","282","Update a book - negative page count","","Mon Aug 04 15:24:53 GMT 2025","failed","Mon Aug 04 15:24:53 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithNegativePageCount"
"","290","Update a book - incorrect id format","","Mon Aug 04 15:24:53 GMT 2025","passed","Mon Aug 04 15:24:54 GMT 2025","","tests.books.UpdateBookTests","tests.books.UpdateBookTests","updateBookWithNonIncorrectIdFormat"
"","306","Add new author - empty book id parameter in body","","Mon Aug 04 15:24:46 GMT 2025","passed","Mon Aug 04 15:24:47 GMT 2025","","tests.authors.AddAuthorTests","tests.authors.AddAuthorTests","addNewAuthorWithLackingTitle"
"","300","Delete an author","","Mon Aug 04 15:24:48 GMT 2025","passed","Mon Aug 04 15:24:48 GMT 2025","","tests.authors.DeleteAuthorTests","tests.authors.DeleteAuthorTests","deleteBook"
"This scenario verifies if the book added in the previous test is persisted in the database.I won't repeat such tests for every other endpoint because this api is not persistent.","587","Add new book - persistence verification","","Mon Aug 04 15:24:55 GMT 2025","failed","Mon Aug 04 15:24:56 GMT 2025","","tests.books.AddBookTests","tests.books.AddBookTests","addNewBookPersistenceCheck"
